Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
West Central Region 4 Workforce Board (Cass),Workforce Investment Board,Not Readily Available,n/a,Cass,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Miami),Workforce Investment Board,Not Readily Available,n/a,Miami,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Warren),Workforce Investment Board,Not Readily Available,n/a,Warren,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Tippecanoe),Workforce Investment Board,Not Readily Available,n/a,Tippecanoe,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Carroll),Workforce Investment Board,Not Readily Available,n/a,Carroll,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Howard),Workforce Investment Board,Not Readily Available,n/a,Howard,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Fountain),Workforce Investment Board,Not Readily Available,n/a,Fountain,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Montgomery),Workforce Investment Board,Not Readily Available,n/a,Montgomery,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Clinton),Workforce Investment Board,Not Readily Available,n/a,Clinton,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
West Central Region 4 Workforce Board (Tipton),Workforce Investment Board,Not Readily Available,n/a,Tipton,"Benton, White, Cass, Miami, Warren, Tippecanoe, Carroll, Howard, Fountain, Montgomery, Clinton, Tipton",4,http://www.region4workforceboard.org/,Not Readily Available,Not Readily Available,Not Readily Available
Cass County Community Foundation,Community Foundation,Not Readily Available,n/a,Cass,n/a,4,http://casscountycf.org/pages/home/1,Deanna Crispen,cccf@casscountycf.org,574-722-2200
The Clinton County Community Foundation,Community Foundation,The mission of the Clinton County Community Foundation is to improve the quality of life in the community through the accumulation and stewardship of enduring charitable gifts,n/a,Clinton,n/a,4,http://www.cfclinton.org/index.html,Kim Abney,kim@cfclinton.org,765-454-7298
The Community Foundation of Greater Lafayette,Community Foundation,"The mission of The Community Foundation of Greater Lafayette is to inspire, nurture and practice philanthropy, stewardship and leadership in the communities we serve",n/a,Tippecanoe,n/a,4,http://www.cfglaf.org/,Not Readily Available,info@cfglaf.org,765-742-9078
The Community Foundation Of Howard County Inc,Community Foundation,The mission of the Community Foundation of Howard County is to improve the quality of life in the community through the accumulation and stewardship of enduring charitable gifts.,n/a,Howard,n/a,4,http://www.cfhoward.org/,Hilda Burns,hilda@cfhoward.org,765-454-7298
Montgomery County Community Foundation,Community Foundation,The Montgomery County Community Foundation (MCCF) builds bridges to support the future of Montgomery County.,n/a,Montgomery,n/a,4,http://www.mccf-in.org/,"Ann Malott, Executive Director",ann@mccf-in.org,765-362-1267
Tipton County Foundation Inc.,Community Foundation,"Through philanthropic donor services, strategic grantmaking, and constructive leadership, the Tipton County Foundation, your hometown community foundation, unites the gifts of many to sustain the causes that matter to all? now, and for all generations to come.",n/a,Tipton,n/a,4,http://tiptoncf.org/,Not Readily Available,tcf@tiptontel.com,765-675-8480
Warren County Community Foundation Inc.,Community Foundation,"The mission of the Warren County Community Foundation is to unite friends of Warren County in serving donors, awarding grants, and providing leadership to create lasting legacies.",n/a,Warren,n/a,4,http://www.warrencountyfoundation.com/index.html,"Carol Clark, Executive Director",warrencountyfoundation@yahoo.com,765-764-1501
Lafayette Afterschool Coalition,Regional School Age Program,"IAN engages cities and regions in creating coordinated systems to expand out-of-school time learning for K-12 youth in Indiana. These community coalitions connect youth programs, schools and universities, faith based groups, and civic and businesses. IAN uses coalition-building frameworks developed by the Columbus Education Coalition / Institute for Coalition Building and the Wallace Foundation.",,Tippecanoe,,4,http://www.indianaafterschool.org/state/regional-coalitions/,,,
Region 5 Works Council (Boone),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Boone,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Hamilton),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Hamilton,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Madison),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Madison,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Hendricks),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Hendricks,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 12 Works Council (Marion),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Marion,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",12,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Hancock),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Hancock,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Morgan),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Morgan,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Johnson),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Johnson,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 5 Works Council (Shelby),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Shelby,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://in.gov/irwc/region5/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Boone),Workforce Investment Board,Not Readily Available,n/a,Boone,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Hamilton),Workforce Investment Board,Not Readily Available,n/a,Hamilton,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Madison),Workforce Investment Board,Not Readily Available,n/a,Madison,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Hendricks),Workforce Investment Board,Not Readily Available,n/a,Hendricks,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Marion),Workforce Investment Board,Not Readily Available,n/a,Marion,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",12,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Hancock),Workforce Investment Board,Not Readily Available,n/a,Hancock,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Morgan),Workforce Investment Board,Not Readily Available,n/a,Morgan,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Johnson),Workforce Investment Board,Not Readily Available,n/a,Johnson,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Central Indiana Regional Workforce Board (Shelby),Workforce Investment Board,Not Readily Available,n/a,Shelby,"Boone, Hamilton, Madison, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby",5,http://www.workonecentral.org/workforceboard.html,Not Readily Available,Not Readily Available,Not Readily Available
Employ Indy,Workforce Investment Board,"EmployIndy is Marion County?s local workforce investment board providing expertise, identifying tools and prioritizing resources to develop, create or find the best talent needed to power the Marion County economy.",n/a,Marion,Marion County,12,https://www.employindy.org/OneFlow/eihome.aspx,Brian Van Bokkenlen,bvanbokkelen@employindy.org,317-684-2282
The Blue River Community Foundation Inc.,Community Foundation,Our Vision is to encourage philanthropy and inspire action that improves all lives and builds stronger communities in Shelby County.,n/a,Shelby,n/a,5,http://blueriverfoundation.com/,Lynne Ensminger,lensminger@blueriverfoundation.com,317-392-7955
Central Indiana Community Foundation (Hamilton),Community Foundation," We award grants to not-for-profits doing good work in our community. We help donors change the world through highly effective charitable giving. We provide leadership, finding new ways to make Central Indiana a better place.",n/a,Hamilton,Marion County,5,https://www.cicf.org/,Not Readily Available,info@cicf.org,317-634-2423
Central Indiana Community Foundation (Marion),Community Foundation," We award grants to not-for-profits doing good work in our community. We help donors change the world through highly effective charitable giving. We provide leadership, finding new ways to make Central Indiana a better place.",n/a,Marion,Marion County,12,https://www.cicf.org/,Not Readily Available,info@cicf.org,317-634-2423
The Community Foundation of Boone County,Community Foundation,"Engageÿthe community and educate citizens on how they can make a difference here at home.  Invest in people, programs and organizations that transform lives and communities. Lead a vision for collaborative solutions to address the root causes of challenges facing our community. Forever. The establishment and growth of permanent endowment funds will strengthen Boone County for generations to come",n/a,Boone,n/a,5,http://www.communityfoundationbc.org/,Nancy Turner,info@communityfoundationbc.org,317-873-0210
Community Foundation of Madison and Jefferson County Inc (Madison),Community Foundation,Not Readily Available,n/a,Madison,Jefferson,5,https://cfmjc.org/,Not Readily Available,info@cfmdin.org,765-747-7181
Community Foundation of Madison and Jefferson County Inc (Jefferson),Community Foundation,Not Readily Available,n/a,Jefferson,Madison,9,https://cfmjc.org/,Not Readily Available,info@cfmdin.org,765-747-7181
Community Foundation of Morgan County,Community Foundation,"The Community Foundation of Morgan County, Inc., works with our citizens to enhance the quality of life for current and future generations of Morgan County, Indiana. We accept gifts, manage financial resources, make grants, and provide scholarships.ÿ",n/a,Morgan,n/a,5,http://cfmconline.org/Home.aspx,"Tom Zoss, Executive Director",tzoss@cfmconline.org,317-831-1232
Hancock County Community Foundation Inc.,Community Foundation,Not Readily Available,n/a,Hancock,n/a,5,http://givehcgrowhc.org/,"Alyse Vail, Program Officer",avail@hccf.cc,317-462-8870 x 226
Hendricks County Community Foundation,Community Foundation,"The Hendricks County Community Foundation improves the quality of life in Hendricks County by: Helping donors match their passions with community needs,  Awarding grants to nonprofit organizations and projects; and Collaborating to address community issue",n/a,Hendricks,n/a,5,http://www.hendrickscountycf.org/,Susan Rozzi,susan@hendrickscountycf.org,317-268-6240
The Indianapolis Foundation,Community Foundation,Not Readily Available,n/a,Marion,n/a,12,https://www.cicf.org/,Not Readily Available,info@cicf.org,317-634-2423
Johnson County Community Foundation Inc.,Community Foundation,Not Readily Available,n/a,Johnson,n/a,5,http://www.jccf.org/,"Kim Minton, Director of Grants and Scholarships",kimm@jccf.org,317-738-2213
Madison County Community Foundation,Community Foundation,"The Foundation exists ""to enhance the quality of life of the citizens of Madison County by attracting charitable gifts, making philanthropic grants, providing financial stewardship and community leadership.""",n/a,Madison,n/a,5,http://www.madisonccf.org/,"Sally DeVoe, Executive Director",info@madisonccf.org,765-644-0002
South Madison Community Foundation,Community Foundation,Our mission is to produce positive and sustainable change in the communities we serve.,n/a,Madison,n/a,5,http://southmadisonfoundation.org/,Tammy Bowman,tammy@southmadisonfoundation.org,765-788-8444
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Boone),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Boone,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Hamilton),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Hamilton,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Hancock),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Hancock,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Hendricks),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Hendricks,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Johnson),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Johnson,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Madison),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Madison,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Marion),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Marion,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",12,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Morgan),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Morgan,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Metropolitan Indianapolis/Central Indiana Area Health Education Center (Shelby),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, and Shelby counties",Shelby,"Boone, Hamilton, Hancock, Hendricks, Johnson, Madison, Marion, Morgan, Shelby ",5,http://mici-ahec.uindy.edu/,Kimberly McElroy-Jones,,
Greater Martinsville Afterschool Coalition,Regional School Age Program,"IAN engages cities and regions in creating coordinated systems to expand out-of-school time learning for K-12 youth in Indiana. These community coalitions connect youth programs, schools and universities, faith based groups, and civic and businesses. IAN uses coalition-building frameworks developed by the Columbus Education Coalition / Institute for Coalition Building and the Wallace Foundation.",,Morgan,,5,http://www.indianaafterschool.org/state/regional-coalitions/,,,
Northside Coalition on Out-of-School Learning (Hamilton),Regional School Age Program,"IAN engages cities and regions in creating coordinated systems to expand out-of-school time learning for K-12 youth in Indiana. These community coalitions connect youth programs, schools and universities, faith based groups, and civic and businesses. IAN uses coalition-building frameworks developed by the Columbus Education Coalition / Institute for Coalition Building and the Wallace Foundation.","Boone, Hamilton counties",Boone,Hamilton,5,http://www.indianaafterschool.org/state/regional-coalitions/,,,
Northside Coalition on Out-of-School Learning (Boone),Regional School Age Program,"IAN engages cities and regions in creating coordinated systems to expand out-of-school time learning for K-12 youth in Indiana. These community coalitions connect youth programs, schools and universities, faith based groups, and civic and businesses. IAN uses coalition-building frameworks developed by the Columbus Education Coalition / Institute for Coalition Building and the Wallace Foundation.","Boone, Hamilton counties",Hamilton,Boone,5,http://www.indianaafterschool.org/state/regional-coalitions/,,,
Region 6 Works Council (Blackford),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Blackford,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Jay),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Jay,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Delaware),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Delaware,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Randolph),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Randolph,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Henry),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Henry,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Wayne),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Wayne,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Rush),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Rush,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Fayette),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Fayette,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 6 Works Council (Union),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Union,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://in.gov/irwc/region6/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Eastern Indiana Economic Growth Region (Blackford),Workforce Investment Board,Not Readily Available,n/a,Blackford,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Jay),Workforce Investment Board,Not Readily Available,n/a,Jay,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Delaware),Workforce Investment Board,Not Readily Available,n/a,Delaware,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Randolph),Workforce Investment Board,Not Readily Available,n/a,Randolph,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Henry),Workforce Investment Board,Not Readily Available,n/a,Henry,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Wayne),Workforce Investment Board,Not Readily Available,n/a,Wayne,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Rush),Workforce Investment Board,Not Readily Available,n/a,Rush,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Fayette),Workforce Investment Board,Not Readily Available,n/a,Fayette,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
Eastern Indiana Economic Growth Region (Union),Workforce Investment Board,Not Readily Available,n/a,Union,"Blackford, Jay, Deleware, Randolph, Henry, Wayne, Rush, Fayette, Union",6,http://www.asgcorp.org/,Mike Row,mrow@asgcorp.org,765-282-6400 ext 105
The Community Foundation of Muncie & Deleware County Inc.,Community Foundation,"The mission of The Community Foundation of Muncie & Delaware County, Inc. is to encourage philanthropy, assist donors in building an enduring source of charitable assets and exercise leadership in directing resources to enhance the quality of life of the residents of Muncie and Delaware County, Indiana",n/a,Delaware,n/a,6,http://www.cfmdin.org/,Not Readily Available,info@cfmdin.org,765-747-7181
Community Foundation of Randolph County Inc.,Community Foundation,"The Community Foundation of Randolph County, Inc. seeks to bring people and resources together to enrich the lives of Randolph County residents.",n/a,Randolph,n/a,6,http://randolphcountyfoundation.org/,"Ruth Mills, Executive Director",rmills@randolphcountyfoundation.org,765-584-9077
Fayette County Foundation,Community Foundation,Not Readily Available,n/a,Fayette,n/a,6,http://www.fayettefoundation.com/,Not Readily Available,info@fayettefoundation.com,765-827-9966
Henry County Community Foundation Inc. ,Community Foundation,"It is to help where the needs are the greatest and the benefits to the community and its citizens are most substantial, and
to provide public spirited donors a vehicle for using their gifts in the best possible way now and in the future as conditions inevitably change, and to provide excellent stewardship of those gifts which it receives.",n/a,Henry,n/a,6,http://www.henrycountycf.org/,"Jerry Schaeffer, Executive Director",jerry@henrycountycf.org,765-529-2235
Portland Foundation,Community Foundation,Not Readily Available,n/a,Jay,n/a,6,http://www.portlandfoundation.org/,"Douglas L. Inman, Executive Director",tpf@portlandfoundation.org,260-726-4260
Rush County Community Foundation,Community Foundation,"The foundation of Rush county's future is a nonprofit public charity established in 1991 to seve donors, award grants and scholarships, and provide leadership to enrich and enhance the quality of life in Rush County, Indiana, not only today but for our future generations.",n/a,Rush,n/a,6,http://rushcountyfoundation.org/,"Gary Cooley, Executive Director",garryc@rushcountyfoundation.org,765-938-1177
Union County Foundation Inc.,Community Foundation,Not Readily Available,n/a,Union,n/a,6,http://www.ucfoundationinc.org/,Not Readily Available,dklein@ucfoundationinc.org,765-458-7664
Wayne County Foundation Inc.,Community Foundation,Not Readily Available,n/a,Wayne,n/a,6,http://www.waynecountyfoundation.org/,"Stephen C. Borchers, Executive Director",steve@waynecountyfoundation.org,765-962-1638
