Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
"IWU-Upward Bound, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Madison Grant United Schools, Fairmount",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Marion Community Schools, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Marion Public Library, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Mississinewa Community Schools, Gas City",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Project Leadership, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue Extension of Grant County, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"St. Martin Community Center, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"United Way of Grant County, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Vincennes University, Vincennes",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Wal-mart DC 7055, Gas City",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Works Cited, LLC, Marion",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Grant,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=27 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana University-Bloomington, School of Public Health, Bloomington",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indianapolis Algebra Project, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Ivy Tech Community College, Fort Wayne",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Northeast Indiana AHEC, Muncie",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Questa Foundation for Education, Fort Wayne",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Twenty-First Century Scholars, Fort Wayne",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
INDIANA STATE-LEVEL,College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"ACT, Inc., Iowa City",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"American Student Achievement Institute, Bloomington",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Encouragement Services,Inc., Bloomington",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Independent Colleges of Indiana, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Afterschool Network, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Campus Compact, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Civil Rights Commission, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Department of Education, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Education Savings Authority, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana PTA, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana School Counselor Association, South Whitley",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Student Financial Aid Association, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana TRiO, Hammond",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana Youth Institute, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Learn More Indiana, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"National Center for College Costs, Greencastle",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue University, West Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Sallie Mae, Fishers",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"The College Board, Rosemont",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,Huntington,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=35 ,Not Readily Available,Not Readily Available,Not Readily Available
"Freedom Academy, Inc., Kendallville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Harrison College, Elkhart",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana University-Bloomington, School of Public Health, Bloomington",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Ivy Tech Community College, Fort Wayne",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"LaGrange County Community Foundation, LaGrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"LaGrange County Youth Leadership Camp, Lagrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Lakeland High School, LaGrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Lakeland Middle School, Lagrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Lima-Brighton Elementary School, Howe",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Northeast Indiana AHEC, Muncie",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Parkside Elementary School, LaGrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Prairie Heights Community School Corporation, Lagrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue University Cooperative Extension Service-LaGrange County, LaGrange",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Twenty-First Century Scholars, Fort Wayne",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Westview School Corporation, Topeka",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
"Wolcott Mills Elementary School, Wolcottville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",3,LaGrange,n/a,3,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=44 ,Not Readily Available,Not Readily Available,Not Readily Available
